serie Name,serie Code,país Name,país Code,2000 [YR2000],2012 [YR2012],2017 [YR2017]
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q4,SG.VAW.REFU.Q4.ZS,Uruguay,URY,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q4,SG.VAW.REFU.Q4.ZS,Argentina,ARG,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q4,SG.VAW.REFU.Q4.ZS,Bulgaria,BGR,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q4,SG.VAW.REFU.Q4.ZS,El Salvador,SLV,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q5 (highest),SG.VAW.REFU.Q5.ZS,Uruguay,URY,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q5 (highest),SG.VAW.REFU.Q5.ZS,Argentina,ARG,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q5 (highest),SG.VAW.REFU.Q5.ZS,Bulgaria,BGR,..,..,..
Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q5 (highest),SG.VAW.REFU.Q5.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%),SG.RSX.REAS.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q1 (lowest),SG.RSX.REAS.Q1.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q1 (lowest),SG.RSX.REAS.Q1.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q1 (lowest),SG.RSX.REAS.Q1.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q1 (lowest),SG.RSX.REAS.Q1.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q2,SG.RSX.REAS.Q2.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q2,SG.RSX.REAS.Q2.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q2,SG.RSX.REAS.Q2.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q2,SG.RSX.REAS.Q2.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q3,SG.RSX.REAS.Q3.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q3,SG.RSX.REAS.Q3.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q3,SG.RSX.REAS.Q3.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q3,SG.RSX.REAS.Q3.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q4,SG.RSX.REAS.Q4.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q4,SG.RSX.REAS.Q4.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q4,SG.RSX.REAS.Q4.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q4,SG.RSX.REAS.Q4.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q5 (highest),SG.RSX.REAS.Q5.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q5 (highest),SG.RSX.REAS.Q5.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q5 (highest),SG.RSX.REAS.Q5.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q5 (highest),SG.RSX.REAS.Q5.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%),SG.RSX.NORS.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q1 (lowest),SG.RSX.NORS.Q1.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q1 (lowest),SG.RSX.NORS.Q1.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q1 (lowest),SG.RSX.NORS.Q1.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q1 (lowest),SG.RSX.NORS.Q1.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q2,SG.RSX.NORS.Q2.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q2,SG.RSX.NORS.Q2.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q2,SG.RSX.NORS.Q2.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q2,SG.RSX.NORS.Q2.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q3,SG.RSX.NORS.Q3.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q3,SG.RSX.NORS.Q3.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q3,SG.RSX.NORS.Q3.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q3,SG.RSX.NORS.Q3.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q4,SG.RSX.NORS.Q4.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q4,SG.RSX.NORS.Q4.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q4,SG.RSX.NORS.Q4.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q4,SG.RSX.NORS.Q4.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q5 (highest),SG.RSX.NORS.Q5.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q5 (highest),SG.RSX.NORS.Q5.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q5 (highest),SG.RSX.NORS.Q5.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q5 (highest),SG.RSX.NORS.Q5.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%),SG.RSX.BRTH.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q1 (lowest),SG.RSX.BRTH.Q1.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q1 (lowest),SG.RSX.BRTH.Q1.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q1 (lowest),SG.RSX.BRTH.Q1.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q1 (lowest),SG.RSX.BRTH.Q1.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q2,SG.RSX.BRTH.Q2.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q2,SG.RSX.BRTH.Q2.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q2,SG.RSX.BRTH.Q2.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q2,SG.RSX.BRTH.Q2.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q3,SG.RSX.BRTH.Q3.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q3,SG.RSX.BRTH.Q3.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q3,SG.RSX.BRTH.Q3.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q3,SG.RSX.BRTH.Q3.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q4,SG.RSX.BRTH.Q4.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q4,SG.RSX.BRTH.Q4.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q4,SG.RSX.BRTH.Q4.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q4,SG.RSX.BRTH.Q4.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q5 (highest),SG.RSX.BRTH.Q5.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q5 (highest),SG.RSX.BRTH.Q5.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q5 (highest),SG.RSX.BRTH.Q5.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q5 (highest),SG.RSX.BRTH.Q5.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%),SG.RSX.TIRD.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q1 (lowest),SG.RSX.TIRD.Q1.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q1 (lowest),SG.RSX.TIRD.Q1.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q1 (lowest),SG.RSX.TIRD.Q1.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q1 (lowest),SG.RSX.TIRD.Q1.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q2,SG.RSX.TIRD.Q2.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q2,SG.RSX.TIRD.Q2.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q2,SG.RSX.TIRD.Q2.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q2,SG.RSX.TIRD.Q2.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q3,SG.RSX.TIRD.Q3.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q3,SG.RSX.TIRD.Q3.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q3,SG.RSX.TIRD.Q3.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q3,SG.RSX.TIRD.Q3.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q4,SG.RSX.TIRD.Q4.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q4,SG.RSX.TIRD.Q4.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q4,SG.RSX.TIRD.Q4.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q4,SG.RSX.TIRD.Q4.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q5 (highest),SG.RSX.TIRD.Q5.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q5 (highest),SG.RSX.TIRD.Q5.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q5 (highest),SG.RSX.TIRD.Q5.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q5 (highest),SG.RSX.TIRD.Q5.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%),SG.RSX.SXOT.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q1 (lowest),SG.RSX.SXOT.Q1.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q1 (lowest),SG.RSX.SXOT.Q1.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q1 (lowest),SG.RSX.SXOT.Q1.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q1 (lowest),SG.RSX.SXOT.Q1.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q2,SG.RSX.SXOT.Q2.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q2,SG.RSX.SXOT.Q2.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q2,SG.RSX.SXOT.Q2.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q2,SG.RSX.SXOT.Q2.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q3,SG.RSX.SXOT.Q3.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q3,SG.RSX.SXOT.Q3.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q3,SG.RSX.SXOT.Q3.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q3,SG.RSX.SXOT.Q3.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q4,SG.RSX.SXOT.Q4.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q4,SG.RSX.SXOT.Q4.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q4,SG.RSX.SXOT.Q4.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q4,SG.RSX.SXOT.Q4.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q5 (highest),SG.RSX.SXOT.Q5.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q5 (highest),SG.RSX.SXOT.Q5.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q5 (highest),SG.RSX.SXOT.Q5.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q5 (highest),SG.RSX.SXOT.Q5.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%),SG.RSX.TMDS.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q1 (lowest),SG.RSX.TMDS.Q1.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q1 (lowest),SG.RSX.TMDS.Q1.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q1 (lowest),SG.RSX.TMDS.Q1.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q1 (lowest),SG.RSX.TMDS.Q1.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q2,SG.RSX.TMDS.Q2.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q2,SG.RSX.TMDS.Q2.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q2,SG.RSX.TMDS.Q2.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q2,SG.RSX.TMDS.Q2.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q3,SG.RSX.TMDS.Q3.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q3,SG.RSX.TMDS.Q3.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q3,SG.RSX.TMDS.Q3.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q3,SG.RSX.TMDS.Q3.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q4,SG.RSX.TMDS.Q4.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q4,SG.RSX.TMDS.Q4.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q4,SG.RSX.TMDS.Q4.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q4,SG.RSX.TMDS.Q4.ZS,El Salvador,SLV,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q5 (highest),SG.RSX.TMDS.Q5.ZS,Uruguay,URY,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q5 (highest),SG.RSX.TMDS.Q5.ZS,Argentina,ARG,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q5 (highest),SG.RSX.TMDS.Q5.ZS,Bulgaria,BGR,..,..,..
Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q5 (highest),SG.RSX.TMDS.Q5.ZS,El Salvador,SLV,..,..,..
Women who do not own a house (% of women age 15-49),SG.OWN.HSNO.FE.ZS,Uruguay,URY,..,..,..
Women who do not own a house (% of women age 15-49),SG.OWN.HSNO.FE.ZS,Argentina,ARG,..,..,..
Women who do not own a house (% of women age 15-49),SG.OWN.HSNO.FE.ZS,Bulgaria,BGR,..,..,..
Women who do not own a house (% of women age 15-49),SG.OWN.HSNO.FE.ZS,El Salvador,SLV,..,..,..
Women who do not own a house (% of women age 15-49): Q1 (lowest),SG.OWN.HSNO.FE.Q1.ZS,Uruguay,URY,..,..,..
Women who do not own a house (% of women age 15-49): Q1 (lowest),SG.OWN.HSNO.FE.Q1.ZS,Argentina,ARG,..,..,..
Women who do not own a house (% of women age 15-49): Q1 (lowest),SG.OWN.HSNO.FE.Q1.ZS,Bulgaria,BGR,..,..,..
Women who do not own a house (% of women age 15-49): Q1 (lowest),SG.OWN.HSNO.FE.Q1.ZS,El Salvador,SLV,..,..,..
Women who do not own a house (% of women age 15-49): Q2,SG.OWN.HSNO.FE.Q2.ZS,Uruguay,URY,..,..,..
Women who do not own a house (% of women age 15-49): Q2,SG.OWN.HSNO.FE.Q2.ZS,Argentina,ARG,..,..,..
Women who do not own a house (% of women age 15-49): Q2,SG.OWN.HSNO.FE.Q2.ZS,Bulgaria,BGR,..,..,..
Women who do not own a house (% of women age 15-49): Q2,SG.OWN.HSNO.FE.Q2.ZS,El Salvador,SLV,..,..,..
Women who do not own a house (% of women age 15-49): Q3,SG.OWN.HSNO.FE.Q3.ZS,Uruguay,URY,..,..,..
Women who do not own a house (% of women age 15-49): Q3,SG.OWN.HSNO.FE.Q3.ZS,Argentina,ARG,..,..,..
Women who do not own a house (% of women age 15-49): Q3,SG.OWN.HSNO.FE.Q3.ZS,Bulgaria,BGR,..,..,..
Women who do not own a house (% of women age 15-49): Q3,SG.OWN.HSNO.FE.Q3.ZS,El Salvador,SLV,..,..,..
Women who do not own a house (% of women age 15-49): Q4,SG.OWN.HSNO.FE.Q4.ZS,Uruguay,URY,..,..,..
Women who do not own a house (% of women age 15-49): Q4,SG.OWN.HSNO.FE.Q4.ZS,Argentina,ARG,..,..,..
Women who do not own a house (% of women age 15-49): Q4,SG.OWN.HSNO.FE.Q4.ZS,Bulgaria,BGR,..,..,..
Women who do not own a house (% of women age 15-49): Q4,SG.OWN.HSNO.FE.Q4.ZS,El Salvador,SLV,..,..,..
Women who do not own a house (% of women age 15-49): Q5 (highest),SG.OWN.HSNO.FE.Q5.ZS,Uruguay,URY,..,..,..
Women who do not own a house (% of women age 15-49): Q5 (highest),SG.OWN.HSNO.FE.Q5.ZS,Argentina,ARG,..,..,..
Women who do not own a house (% of women age 15-49): Q5 (highest),SG.OWN.HSNO.FE.Q5.ZS,Bulgaria,BGR,..,..,..
Women who do not own a house (% of women age 15-49): Q5 (highest),SG.OWN.HSNO.FE.Q5.ZS,El Salvador,SLV,..,..,..
Women who do not own land (% of women age 15-49),SG.OWN.LDNO.FE.ZS,Uruguay,URY,..,..,..
Women who do not own land (% of women age 15-49),SG.OWN.LDNO.FE.ZS,Argentina,ARG,..,..,..
Women who do not own land (% of women age 15-49),SG.OWN.LDNO.FE.ZS,Bulgaria,BGR,..,..,..
Women who do not own land (% of women age 15-49),SG.OWN.LDNO.FE.ZS,El Salvador,SLV,..,..,..
Women who do not own land (% of women age 15-49): Q1 (lowest),SG.OWN.LDNO.FE.Q1.ZS,Uruguay,URY,..,..,..
Women who do not own land (% of women age 15-49): Q1 (lowest),SG.OWN.LDNO.FE.Q1.ZS,Argentina,ARG,..,..,..
Women who do not own land (% of women age 15-49): Q1 (lowest),SG.OWN.LDNO.FE.Q1.ZS,Bulgaria,BGR,..,..,..
Women who do not own land (% of women age 15-49): Q1 (lowest),SG.OWN.LDNO.FE.Q1.ZS,El Salvador,SLV,..,..,..
Women who do not own land (% of women age 15-49): Q2,SG.OWN.LDNO.FE.Q2.ZS,Uruguay,URY,..,..,..
Women who do not own land (% of women age 15-49): Q2,SG.OWN.LDNO.FE.Q2.ZS,Argentina,ARG,..,..,..
Women who do not own land (% of women age 15-49): Q2,SG.OWN.LDNO.FE.Q2.ZS,Bulgaria,BGR,..,..,..
Women who do not own land (% of women age 15-49): Q2,SG.OWN.LDNO.FE.Q2.ZS,El Salvador,SLV,..,..,..
Women who do not own land (% of women age 15-49): Q3,SG.OWN.LDNO.FE.Q3.ZS,Uruguay,URY,..,..,..
Women who do not own land (% of women age 15-49): Q3,SG.OWN.LDNO.FE.Q3.ZS,Argentina,ARG,..,..,..
Women who do not own land (% of women age 15-49): Q3,SG.OWN.LDNO.FE.Q3.ZS,Bulgaria,BGR,..,..,..
Women who do not own land (% of women age 15-49): Q3,SG.OWN.LDNO.FE.Q3.ZS,El Salvador,SLV,..,..,..
Women who do not own land (% of women age 15-49): Q4,SG.OWN.LDNO.FE.Q4.ZS,Uruguay,URY,..,..,..
Women who do not own land (% of women age 15-49): Q4,SG.OWN.LDNO.FE.Q4.ZS,Argentina,ARG,..,..,..
Women who do not own land (% of women age 15-49): Q4,SG.OWN.LDNO.FE.Q4.ZS,Bulgaria,BGR,..,..,..
Women who do not own land (% of women age 15-49): Q4,SG.OWN.LDNO.FE.Q4.ZS,El Salvador,SLV,..,..,..
Women who do not own land (% of women age 15-49): Q5 (highest),SG.OWN.LDNO.FE.Q5.ZS,Uruguay,URY,..,..,..
Women who do not own land (% of women age 15-49): Q5 (highest),SG.OWN.LDNO.FE.Q5.ZS,Argentina,ARG,..,..,..
Women who do not own land (% of women age 15-49): Q5 (highest),SG.OWN.LDNO.FE.Q5.ZS,Bulgaria,BGR,..,..,..
Women who do not own land (% of women age 15-49): Q5 (highest),SG.OWN.LDNO.FE.Q5.ZS,El Salvador,SLV,..,..,..
Women who own a house alone (% of women age 15-49),SG.OWN.HSAL.FE.ZS,Uruguay,URY,..,..,..
